sentence #,pattern,benefit_type,requirement_text,word,POS,tags
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,can,MD,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,treat,VB,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,the,DT,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,emergency,NN,O
sentence 99," - When this benefit package is purchased, Optional Supplemental Package 2 - Dental and Vision Package covers preventive, restorative, endodontic, periodontic, and oral surgery dental services, and vision eyewear.",OSB2,Optional Supplemental Benefit - Dental and Vision Package,-,:,O
sentence 99," - When this benefit package is purchased, Optional Supplemental Package 2 - Dental and Vision Package covers preventive, restorative, endodontic, periodontic, and oral surgery dental services, and vision eyewear.",OSB2,Optional Supplemental Benefit - Dental and Vision Package,when,WRB,O
sentence 99," - When this benefit package is purchased, Optional Supplemental Package 2 - Dental and Vision Package covers preventive, restorative, endodontic, periodontic, and oral surgery dental services, and vision eyewear.",OSB2,Optional Supplemental Benefit - Dental and Vision Package,This,DT,O
sentence 99," - When this benefit package is purchased, Optional Supplemental Package 2 - Dental and Vision Package covers preventive, restorative, endodontic, periodontic, and oral surgery dental services, and vision eyewear.",OSB2,Optional Supplemental Benefit - Dental and Vision Package,benefit,NN,O
sentence 99," - When this benefit package is purchased, Optional Supplemental Package 2 - Dental and Vision Package covers preventive, restorative, endodontic, periodontic, and oral surgery dental services, and vision eyewear.",OSB2,Optional Supplemental Benefit - Dental and Vision Package,package,NN,O
sentence 99," - When this benefit package is purchased, Optional Supplemental Package 2 - Dental and Vision Package covers preventive, restorative, endodontic, periodontic, and oral surgery dental services, and vision eyewear.",OSB2,Optional Supplemental Benefit - Dental and Vision Package,is,VBZ,O
sentence 99," - When this benefit package is purchased, Optional Supplemental Package 2 - Dental and Vision Package covers preventive, restorative, endodontic, periodontic, and oral surgery dental services, and vision eyewear.",OSB2,Optional Supplemental Benefit - Dental and Vision Package,purchased,VBN,O
sentence 99," - When this benefit package is purchased, Optional Supplemental Package 2 - Dental and Vision Package covers preventive, restorative, endodontic, periodontic, and oral surgery dental services, and vision eyewear.",OSB2,Optional Supplemental Benefit - Dental and Vision Package,Optional,NNP,O
sentence 99," - When this benefit package is purchased, Optional Supplemental Package 2 - Dental and Vision Package covers preventive, restorative, endodontic, periodontic, and oral surgery dental services, and vision eyewear.",OSB2,Optional Supplemental Benefit - Dental and Vision Package,Supplemental,NNP,O
